"MouseID","Batch","Tester","TestAge","Weight","score","CFI_norm","CFI","Sex","center_time_secs","periphery_time_secs","corner_time_secs","center_distance_cm","periphery_distance_cm","corner_distance_cm","grooming_number_bouts","grooming_duration_secs","avg_angular_velocity","avg_base_tail_lateral_displacement","avg_limb_duty_factor","avg_nose_lateral_displacement","avg_speed_cm_per_sec","avg_step_length1","avg_step_length2","avg_step_width","avg_stride_length","avg_tip_tail_lateral_displacement","median_angular_velocity","median_base_tail_lateral_displacement","median_limb_duty_factor","median_nose_lateral_displacement","median_speed_cm_per_sec","median_step_length1","median_step_length2","median_step_width","median_stride_length","median_tip_tail_lateral_displacement","stride_count","Distance.cm.sc","angular_velocity_iqr","base_tail_lateral_displacement_iqr","limb_duty_factor_iqr","nose_lateral_displacement_iqr","speed_cm_per_sec_iqr","step_length1_iqr","step_length2_iqr","step_width_iqr","stride_length_iqr","tip_tail_lateral_displacement_iqr","dAC_mean","dAC_median","dB_mean","dB_median","aABC_mean","aABC_median","median_width","median_length","median_rearpaw","rear_count","rears_0_5","dAC_nongait_mean","dAC_nongait_median","dAC_nongait_stdev","dB_nongait_mean","dB_nongait_median","dB_nongait_stdev","aABC_nongait_mean","aABC_nongait_median","aABC_nongait_stdev"
"AgedB6-0907","Batch1","Scorer3",106,42.36,4.5,0.196428571,5.5,-1,749.615433,3032.06213,1208.64102,3110.072945,11430.46761,3817.97097,7,68.80207,-1.868677303,0.190638038,0.525251743,0.152923654,17.70097238,2.429184898,2.531477325,3.161477115,4.216144687,0.575034393,2.576329183,0.1928101,0.5,0.122772016,16.95335242,2.517018717,2.463841431,3.27101014,4.377874859,0.559359465,862,3.558775856,47.80243803,0.098251984,0.1625,0.104438988,7.548023207,1.723996571,2.301990834,0.614136055,3.544429393,0.389812589,0.682242204,0.675667821,0.439059703,0.380788655,159.0749871,162.7946562,3.847042084,6.472180939,2.785677655,127,15,0.10308554,0.103390135,0.022513535,1.245970538,1.17686023,1.366405952,153.8707843,158.1586074,20.80632396
"AgedB6-1036","Batch1","Scorer3",20,31.54,2,0.071428571,2,-1,466.199058,3315.4786,1534.80004,3363.04854,18151.0712,6749.94179,15,187.98783,-6.150786735,0.187827494,0.568091605,0.170953074,21.81466863,2.559938303,3.02405544,2.835210035,5.443775794,0.496890327,-7.258130247,0.180697583,0.555555556,0.125798461,20.99457905,2.669397329,3.063173425,2.87148515,5.621436802,0.473833223,1213,5.459839152,44.85768328,0.074212108,0.15,0.137083356,11.25881357,1.318076347,1.609725,0.360856691,2.256220751,0.245382666,0.640922081,0.635650426,0.37918522,0.304138127,160.1329495,165.7903087,3.364289856,5.917419434,2.418677324,237,35,0.09360267,0.094776115,0.02665573,1.14337606,1.073545528,1.60898472,154.2126328,161.5650512,27.10813445
"AgedB6-0908","Batch1","Scorer3",106,39.49,4.5,0.196428571,5.5,-1,452.48912,3329.12906,1652.53126,2901.72105,12115.2076,4371.148576,17,212.95266,-2.306464992,0.175597675,0.537984286,0.146932018,14.89968115,2.487937523,2.504820948,3.087519995,3.945694022,0.542442391,-1.759863981,0.176338657,0.538461538,0.117108726,14.3328012,2.52599193,2.528015975,3.203331617,4.379625309,0.509092936,826,3.497307099,48.12402734,0.103119856,0.198863636,0.113534507,5.665004634,1.977355929,2.201614279,0.627768465,4.424688047,0.371811217,0.524872716,0.516473057,0.518981547,0.427200187,153.2891396,160.1678701,3.762409973,6.024390793,2.720294102,180,18,0.097728999,0.09782482,0.028197082,1.32328855,1.234908904,1.148003439,146.019715,153.7497576,30.13652256
"AgedB6-0937","Batch1","Scorer3",20,24.84,1.5,0.0625,1.75,1,379.9109,3341.6815,2174.92452,3267.89351,14401.0551,6087.4138,21,474.60594,-5.022924289,0.167104975,0.604351337,0.175534561,16.84186474,2.597867892,2.107692561,2.478319779,4.58263242,0.444932407,-3.144844723,0.158982872,0.6,0.128114054,16.50987719,2.696644202,2.134201741,2.500033283,4.687393699,0.429108442,1124,4.169283047,44.30246627,0.062046966,0.124188312,0.15381207,6.4292196,1.050388788,1.226915372,0.344238923,1.447513951,0.216069415,0.580077118,0.578932852,0.369580392,0.304138127,158.9313368,165.3744799,3.172189713,5.286748886,2.247220505,223,34,0.077241356,0.076308059,0.037614165,1.193463597,1.05,1.9571303,150.2277026,158.72503,30.42747795
"AgedB6-0422","Batch1","Scorer3",59,34.07,3.5,0.160714286,4.5,1,925.89928,2795.6932,1141.14842,7126.193,21288.2219,6664.14881,2,10.16158,-5.27497704,0.214194409,0.577814317,0.176139887,21.1581733,2.922488474,2.858697227,2.898541575,5.635881262,0.555768609,-4.013016521,0.202687802,0.5625,0.127305223,20.13224671,2.992685027,2.904220722,2.927166816,5.781447463,0.528221782,2003,7.018036585,44.57416321,0.08157459,0.15,0.132646687,8.787966902,1.410967543,1.348781324,0.394318215,2.037304827,0.293931059,0.648288518,0.662975928,0.388407437,0.320156212,160.3409958,165.8737161,3.332867432,6.480132294,2.408318916,237,14,0.100724195,0.098402429,0.040121806,1.597798215,1.217579566,3.642339717,152.8070674,159.5778095,25.32230936
"AgedB6-0440","Batch1","Scorer2",68,38.31,6.5,0.267857143,7.5,-1,1184.34324,2537.2487,903.62556,7753.2107,16554.0253,4647.10729,8,65.59406,-2.162732276,0.191735005,0.573522932,0.153552408,16.10012185,2.51994185,2.161492215,3.114612992,4.321415407,0.567208933,-0.270273422,0.184164327,0.571428571,0.116795027,15.7256339,2.575201963,2.084973138,3.164835309,4.377874859,0.54246393,1276,5.830224513,39.24622594,0.073081064,0.166666667,0.109542139,5.447117264,1.599699439,1.686180927,0.419585304,1.885410432,0.295300188,0.65167444,0.660571624,0.378099973,0.3,161.0577783,167.0395016,3.541361618,6.272837448,2.53179778,234,24,0.094979718,0.093154794,0.045752165,1.411880591,1.128051417,2.803239022,155.9730421,163.7798063,25.56418656
"AgedB6-0628","Batch1","Scorer2",97,24.49,6,0.223214286,6.25,1,833.2183,2948.3994,1082.22416,6297.4516,17733.4706,5266.9789,15,147.95654,0.589580006,0.233268278,0.650776497,0.206022605,15.10456652,2.279141963,2.394502172,2.395583322,4.31740049,0.604852066,-1.336836083,0.225082491,0.65,0.156915817,14.6564822,2.34914002,2.417724375,2.442461484,4.623168512,0.584718671,1710,5.902181346,51.47989725,0.08954851,0.123376623,0.170085912,5.349192821,1.227060582,1.289690066,0.404088875,1.611514104,0.331830053,0.63466937,0.641766258,0.35272504,0.3,161.6133855,166.794502,3.224326134,5.760419846,2.109502311,172,13,0.095240327,0.09634341,0.031298528,1.154818121,1.09772492,1.417860369,154.1509937,161.0534953,25.64475736
"AgedB6-0441","Batch1","Scorer2",68,46.71,6.5,0.267857143,7.5,-1,1486.9571,2174.60954,719.26996,7672.6508,12006.08593,3314.3281,6,54.48872,-0.858143647,0.179735053,0.541366599,0.144975066,13.58673993,2.195063437,2.193920643,3.181991994,3.543287949,0.509260405,-1.434024837,0.178601951,0.5,0.110292729,13.45709261,2.22885,2.159672715,3.319856232,3.780213187,0.499205977,1371,4.992740665,59.06842433,0.111561958,0.180555556,0.111308311,4.491462694,1.541226496,2.034627483,0.731747653,3.803574181,0.361647636,0.707431389,0.717806449,0.409843892,0.335410197,161.3576553,165.7903087,3.73967495,6.714248657,2.765863337,181,21,0.106242154,0.102334207,0.059228285,1.617361076,1.2,3.342525012,154.1447593,160.7504741,24.92755812
"AgedB6-0472","Batch1","Scorer2",111,38.25,9,0.357142857,10,1,1520.71394,2200.8786,807.26322,4940.8338,12793.91621,4129.306785,13,272.22336,1.257797748,0.214575411,0.617517655,0.148846875,15.93346504,2.204790557,2.642977158,2.910842534,4.464968332,0.634940229,0.295948249,0.209523772,0.611111111,0.116856984,15.70641769,2.246610378,2.6300929,2.973785293,4.711862598,0.617269971,1192,4.337757264,36.88081523,0.075935116,0.1375,0.108656278,5.245724574,1.280510377,1.362525803,0.465271744,1.646508569,0.341392348,0.646462437,0.654552753,0.404790992,0.35,160.9113371,166.4852594,3.380326462,6.356133842,2.473863375,201,30,0.100259713,0.099424111,0.048772048,1.344324032,1.123610253,2.237732695,154.1252132,161.3010172,26.8344197
"AgedB6-0442","Batch1","Scorer2",68,42.74,7,0.285714286,8,-1,1904.17958,1877.4384,575.46626,7102.5222,10560.90012,2781.82682,8,83.80942,-5.382097605,0.198587881,0.58749438,0.15664615,15.10518406,2.042296657,2.670924207,2.983055064,4.069308901,0.577525711,-3.967861068,0.199273409,0.590909091,0.122024036,14.83892167,2.036857445,2.723016826,3.095625,4.388369181,0.565517946,994,4.210366259,49.12766093,0.106810891,0.166666667,0.127025755,5.305057117,1.728141483,1.98964237,0.49408226,3.29932231,0.376378642,0.661240335,0.668781778,0.449330657,0.380788655,156.6237025,161.9521789,3.515169144,6.16460247,2.5,190,28,0.106025657,0.107393213,0.03141352,1.228923261,1.133578405,1.393314427,150.7283513,156.3706223,25.34886732
"AgedB6-0474","Batch1","Scorer2",111,32.59,9.5,0.375,10.5,1,977.33656,2684.22992,756.42404,4096.15507,12128.62376,3342.89999,17,404.38676,-6.787019894,0.210672548,0.651549657,0.171157645,14.84156185,2.749703071,2.095195889,2.549764024,4.452188899,0.615615998,-6.671075253,0.205466483,0.65,0.128223999,14.60808595,2.819821442,2.032753729,2.600325,4.70535,0.606142314,1205,3.927339352,41.95295159,0.078214467,0.108333333,0.129741005,4.991986485,1.145520341,1.205410309,0.451644866,1.543204658,0.301018264,0.589672991,0.584019743,0.514375191,0.424264069,150.4440269,159.2874422,3.165023804,5.662857056,2.220360331,116,10,0.083221315,0.079277979,0.063625921,1.736630047,1.25399362,3.775890272,139.4911005,150.3684633,37.24156204
"AgedB6-0427","Batch1","Scorer1",83,39.89,3,0.142857143,4,-1,580.34276,3141.4699,1503.47338,4411.4973,16897.6738,5976.9592,4,35.80148,4.301599804,0.168947489,0.584053779,0.132780168,15.67757215,2.1952329,2.215998909,3.059011324,3.816149372,0.598586552,3.053618993,0.164011424,0.583333333,0.104462255,15.25509653,2.196833722,2.063148168,3.128843342,4.005692831,0.582944019,1430,5.394521642,39.47823985,0.084672362,0.166666667,0.096248499,5.629379335,1.884516599,1.962537118,0.463768741,3.006562938,0.395132487,0.711864722,0.71992547,0.387280921,0.304138127,162.1849414,167.0053832,3.569528198,6.58992157,2.692582404,259,24,0.09980475,0.100287866,0.031049978,1.182713463,1.044030651,1.977410257,156.1641633,162.5104403,22.7604348
"AgedB6-0455","Batch1","Scorer1",83,48.07,4.5,0.196428571,5.5,-1,1002.8819,2778.7361,1148.69908,4443.09654,12978.35879,4245.99875,8,92.17788,-5.014803797,0.179647068,0.607323435,0.174821536,13.96635489,2.226039034,2.564622958,3.211126807,4.016315432,0.502570287,-3.397654301,0.172074283,0.611111111,0.137576721,13.8496386,2.22885,2.300509591,3.304461185,4.204583583,0.487696735,1026,4.08017556,41.79099664,0.080743179,0.148237179,0.134868077,4.20511997,1.511273299,2.089165097,0.524196372,1.772095328,0.281724404,0.664589354,0.669685366,0.447611967,0.390512484,159.1328653,163.0724869,3.785160828,6.709898376,2.83019434,348,38,0.114772385,0.115825935,0.023625199,1.266337355,1.204159458,1.038142871,153.3492164,157.6263496,21.04539647
"AgedB6-0456","Batch1","Scorer1",83,37.94,2,0.107142857,3,-1,934.86542,2786.7583,1040.85398,4091.76428,12785.303,4130.61818,11,194.39126,1.237320817,0.168886495,0.579346211,0.134662482,17.36008459,2.595142568,2.40914285,2.989537748,4.72485412,0.516965691,2.29137796,0.167402484,0.576923077,0.109955476,16.90768626,2.710988969,2.371111964,3.005009746,4.808493213,0.502455319,897,3.959593101,32.479073,0.093380098,0.166666667,0.092277525,6.560935564,1.885067408,2.250713577,0.406337848,2.234007138,0.399847914,0.614365852,0.609557706,0.454152236,0.390512484,157.978145,162.8357289,3.516265106,6.410780334,2.451530134,151,17,0.105094926,0.105043575,0.03930734,1.355392249,1.234908904,1.670025188,151.3210151,157.1935045,25.52999816
"AgedB6-0429","Batch1","Scorer1",83,36.25,3,0.133928571,3.75,-1,1312.92012,2408.6722,855.61774,4100.31938,8828.6794,2693.78082,11,657.70342,-3.889836834,0.140574342,0.662509261,0.15644107,15.05261255,2.967246528,1.604554324,2.811510328,4.09396008,0.322690051,-4.415366522,0.127423737,0.666666667,0.122513872,14.34432097,2.9718,1.355021994,2.845894854,4.217327534,0.270092261,528,2.900383747,34.75503594,0.075088158,0.127272727,0.098465614,5.337291384,1.932991913,1.661067201,0.395194531,1.592004436,0.255125231,0.568249274,0.581399464,0.586904158,0.427200187,149.2757102,160.0168935,3.493841553,6.126205444,2.529822128,91,14,0.091397007,0.097466388,0.046830359,1.406670319,1.201041215,2.143878111,138.3744581,152.6386433,42.3944459
"AgedB6-0457","Batch1","Scorer1",83,42.05,2.5,0.125,3.5,-1,1182.14078,2539.45106,969.5972,4223.86689,11952.56897,3829.56822,12,235.76122,0.460939476,0.207795932,0.543632133,0.140967404,16.38342615,2.388701113,2.573404961,3.030749865,4.363664203,0.589010116,0.484090398,0.205604017,0.545454545,0.107777518,16.16392644,2.491389894,2.549313538,3.134180537,4.70535,0.580065687,1063,4.094016157,38.9398329,0.093411382,0.198412698,0.101535521,6.069005659,1.657640623,1.971650545,0.493305044,2.660523263,0.35562857,0.688551048,0.68680282,0.447803757,0.364005495,157.9691952,163.1625274,3.573200989,6.392879486,2.563201124,192,27,0.099241032,0.100246314,0.041696658,1.375472428,1.167261753,2.415790228,150.83563,157.2490237,27.46815192
